Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T021_001,ACS15_5yr_B08015001,ACS15_5yr_B08015002,ACS15_5yr_B08015003,ACS15_5yr_B08015001s,ACS15_5yr_B08015002s,ACS15_5yr_B08015003s
6037127711,14000US06037127711,"Census Tract 1277.11, Los Angeles County, California","Census Tract 1277.11, Los Angeles County, California",ca,140,0,ACSSF,4100,,,,,6,37,,,,127711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3737,3.35,1625,1065,555,156.969697,124.8484848,93.93939394
6037127712,14000US06037127712,"Census Tract 1277.12, Los Angeles County, California","Census Tract 1277.12, Los Angeles County, California",ca,140,0,ACSSF,4101,,,,,6,37,,,,127712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2883,2.48,1010,675,330,140,101.8181818,80
6037127803,14000US06037127803,"Census Tract 1278.03, Los Angeles County, California","Census Tract 1278.03, Los Angeles County, California",ca,140,0,ACSSF,4102,,,,,6,37,,,,127803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4033,2.85,1170,755,410,112.7272727,87.27272727,69.09090909
6037127804,14000US06037127804,"Census Tract 1278.04, Los Angeles County, California","Census Tract 1278.04, Los Angeles County, California",ca,140,0,ACSSF,4103,,,,,6,37,,,,127804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4154,2.71,1515,880,635,116.3636364,82.42424242,84.24242424
6037127805,14000US06037127805,"Census Tract 1278.05, Los Angeles County, California","Census Tract 1278.05, Los Angeles County, California",ca,140,0,ACSSF,4104,,,,,6,37,,,,127805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4224,3.4,1325,765,565,138.1818182,121.8181818,62.42424242
6037127806,14000US06037127806,"Census Tract 1278.06, Los Angeles County, California","Census Tract 1278.06, Los Angeles County, California",ca,140,0,ACSSF,4105,,,,,6,37,,,,127806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3223,2.64,1205,775,430,124.8484848,107.8787879,66.66666667
6037127910,14000US06037127910,"Census Tract 1279.10, Los Angeles County, California","Census Tract 1279.10, Los Angeles County, California",ca,140,0,ACSSF,4106,,,,,6,37,,,,127910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128,3.54,1605,1000,605,136.3636364,122.4242424,73.93939394
6037127920,14000US06037127920,"Census Tract 1279.20, Los Angeles County, California","Census Tract 1279.20, Los Angeles County, California",ca,140,0,ACSSF,4107,,,,,6,37,,,,127920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013,3.33,1445,750,695,128.4848485,97.57575758,85.45454545
6037128101,14000US06037128101,"Census Tract 1281.01, Los Angeles County, California","Census Tract 1281.01, Los Angeles County, California",ca,140,0,ACSSF,4108,,,,,6,37,,,,128101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3311,2.66,1330,725,605,93.93939394,84.84848485,65.45454545
6037128102,14000US06037128102,"Census Tract 1281.02, Los Angeles County, California","Census Tract 1281.02, Los Angeles County, California",ca,140,0,ACSSF,4109,,,,,6,37,,,,128102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4663,3.26,1405,840,565,170.9090909,130.3030303,107.8787879
6037128210,14000US06037128210,"Census Tract 1282.10, Los Angeles County, California","Census Tract 1282.10, Los Angeles County, California",ca,140,0,ACSSF,4110,,,,,6,37,,,,128210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5455,3.57,1360,735,625,105.4545455,76.96969697,80.60606061
6037128220,14000US06037128220,"Census Tract 1282.20, Los Angeles County, California","Census Tract 1282.20, Los Angeles County, California",ca,140,0,ACSSF,4111,,,,,6,37,,,,128220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884,2.62,1070,605,465,146.0606061,107.8787879,78.78787879
6037128302,14000US06037128302,"Census Tract 1283.02, Los Angeles County, California","Census Tract 1283.02, Los Angeles County, California",ca,140,0,ACSSF,4112,,,,,6,37,,,,128302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5202,3.6,1480,965,515,106.6666667,90.3030303,76.36363636
6037128303,14000US06037128303,"Census Tract 1283.03, Los Angeles County, California","Census Tract 1283.03, Los Angeles County, California",ca,140,0,ACSSF,4113,,,,,6,37,,,,128303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3434,3.16,810,465,340,81.21212121,61.21212121,58.78787879
6037128400,14000US06037128400,"Census Tract 1284, Los Angeles County, California","Census Tract 1284, Los Angeles County, California",ca,140,0,ACSSF,4114,,,,,6,37,,,,128400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4181,2.5,1525,740,785,130.3030303,85.45454545,101.8181818
6037128500,14000US06037128500,"Census Tract 1285, Los Angeles County, California","Census Tract 1285, Los Angeles County, California",ca,140,0,ACSSF,4115,,,,,6,37,,,,128500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4444,2.19,1955,880,1080,143.6363636,93.33333333,124.2424242
6037128601,14000US06037128601,"Census Tract 1286.01, Los Angeles County, California","Census Tract 1286.01, Los Angeles County, California",ca,140,0,ACSSF,4116,,,,,6,37,,,,128601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4570,2.79,1690,875,815,156.969697,99.39393939,102.4242424
6037128602,14000US06037128602,"Census Tract 1286.02, Los Angeles County, California","Census Tract 1286.02, Los Angeles County, California",ca,140,0,ACSSF,4117,,,,,6,37,,,,128602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3104,2.32,1390,670,720,149.6969697,131.5151515,84.84848485
6037128702,14000US06037128702,"Census Tract 1287.02, Los Angeles County, California","Census Tract 1287.02, Los Angeles County, California",ca,140,0,ACSSF,4118,,,,,6,37,,,,128702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5869,2.09,2765,1400,1360,198.7878788,147.2727273,160.6060606
6037128801,14000US06037128801,"Census Tract 1288.01, Los Angeles County, California","Census Tract 1288.01, Los Angeles County, California",ca,140,0,ACSSF,4119,,,,,6,37,,,,128801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312,1.82,1680,930,750,112.1212121,106.0606061,78.78787879
6037128802,14000US06037128802,"Census Tract 1288.02, Los Angeles County, California","Census Tract 1288.02, Los Angeles County, California",ca,140,0,ACSSF,4120,,,,,6,37,,,,128802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4778,2.19,2250,1125,1125,152.7272727,103.6363636,121.8181818
6037128910,14000US06037128910,"Census Tract 1289.10, Los Angeles County, California","Census Tract 1289.10, Los Angeles County, California",ca,140,0,ACSSF,4121,,,,,6,37,,,,128910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091,2.28,1740,920,820,132.7272727,103.6363636,86.06060606
6037131010,14000US06037131010,"Census Tract 1310.10, Los Angeles County, California","Census Tract 1310.10, Los Angeles County, California",ca,140,0,ACSSF,4122,,,,,6,37,,,,131010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6308,3.22,2320,1305,1015,185.4545455,130.9090909,101.8181818
6037131020,14000US06037131020,"Census Tract 1310.20, Los Angeles County, California","Census Tract 1310.20, Los Angeles County, California",ca,140,0,ACSSF,4123,,,,,6,37,,,,131020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5625,3.55,2095,1255,840,155.7575758,133.3333333,92.12121212
6037131100,14000US06037131100,"Census Tract 1311, Los Angeles County, California","Census Tract 1311, Los Angeles County, California",ca,140,0,ACSSF,4124,,,,,6,37,,,,131100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3438,3.29,1465,805,655,112.7272727,72.72727273,80.60606061
6037131200,14000US06037131200,"Census Tract 1312, Los Angeles County, California","Census Tract 1312, Los Angeles County, California",ca,140,0,ACSSF,4125,,,,,6,37,,,,131200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3088,2.74,1415,785,630,98.18181818,86.06060606,67.87878788
6037131300,14000US06037131300,"Census Tract 1313, Los Angeles County, California","Census Tract 1313, Los Angeles County, California",ca,140,0,ACSSF,4126,,,,,6,37,,,,131300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4933,4.1,1960,1145,815,172.7272727,138.1818182,112.7272727
6037131400,14000US06037131400,"Census Tract 1314, Los Angeles County, California","Census Tract 1314, Los Angeles County, California",ca,140,0,ACSSF,4127,,,,,6,37,,,,131400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6257,3.23,2500,1360,1140,181.2121212,141.2121212,89.09090909
6037131600,14000US06037131600,"Census Tract 1316, Los Angeles County, California","Census Tract 1316, Los Angeles County, California",ca,140,0,ACSSF,4128,,,,,6,37,,,,131600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327,3.64,2145,1205,940,171.5151515,113.9393939,93.93939394
6037131701,14000US06037131701,"Census Tract 1317.01, Los Angeles County, California","Census Tract 1317.01, Los Angeles County, California",ca,140,0,ACSSF,4129,,,,,6,37,,,,131701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474,2.66,1730,870,860,152.7272727,104.2424242,126.6666667
6037131702,14000US06037131702,"Census Tract 1317.02, Los Angeles County, California","Census Tract 1317.02, Los Angeles County, California",ca,140,0,ACSSF,4130,,,,,6,37,,,,131702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658,3.26,1395,780,610,112.7272727,76.96969697,80.60606061
6037131800,14000US06037131800,"Census Tract 1318, Los Angeles County, California","Census Tract 1318, Los Angeles County, California",ca,140,0,ACSSF,4131,,,,,6,37,,,,131800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5750,3.52,2075,1150,925,158.1818182,106.0606061,100.6060606
6037131900,14000US06037131900,"Census Tract 1319, Los Angeles County, California","Census Tract 1319, Los Angeles County, California",ca,140,0,ACSSF,4132,,,,,6,37,,,,131900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4706,3.39,1645,880,765,141.2121212,115.1515152,80.60606061
6037132001,14000US06037132001,"Census Tract 1320.01, Los Angeles County, California","Census Tract 1320.01, Los Angeles County, California",ca,140,0,ACSSF,4133,,,,,6,37,,,,132001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3304,2.86,1160,590,570,96.96969697,65.45454545,72.72727273
6037132002,14000US06037132002,"Census Tract 1320.02, Los Angeles County, California","Census Tract 1320.02, Los Angeles County, California",ca,140,0,ACSSF,4134,,,,,6,37,,,,132002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3416,3.05,1515,810,705,166.0606061,121.8181818,87.27272727
6037132101,14000US06037132101,"Census Tract 1321.01, Los Angeles County, California","Census Tract 1321.01, Los Angeles County, California",ca,140,0,ACSSF,4135,,,,,6,37,,,,132101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4439,2.97,1410,760,645,144.2424242,106.0606061,98.78787879
6037132102,14000US06037132102,"Census Tract 1321.02, Los Angeles County, California","Census Tract 1321.02, Los Angeles County, California",ca,140,0,ACSSF,4136,,,,,6,37,,,,132102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5376,2.65,1910,1100,810,149.6969697,95.15151515,98.78787879
6037132300,14000US06037132300,"Census Tract 1323, Los Angeles County, California","Census Tract 1323, Los Angeles County, California",ca,140,0,ACSSF,4137,,,,,6,37,,,,132300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7390,3.05,2625,1430,1195,209.0909091,140.6060606,132.1212121
6037132501,14000US06037132501,"Census Tract 1325.01, Los Angeles County, California","Census Tract 1325.01, Los Angeles County, California",ca,140,0,ACSSF,4138,,,,,6,37,,,,132501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4071,3.38,1430,795,630,130.9090909,89.6969697,76.96969697
6037132502,14000US06037132502,"Census Tract 1325.02, Los Angeles County, California","Census Tract 1325.02, Los Angeles County, California",ca,140,0,ACSSF,4139,,,,,6,37,,,,132502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965,3.18,1340,735,600,149.0909091,119.3939394,87.27272727
6037132700,14000US06037132700,"Census Tract 1327, Los Angeles County, California","Census Tract 1327, Los Angeles County, California",ca,140,0,ACSSF,4140,,,,,6,37,,,,132700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5509,3.65,1785,990,795,132.1212121,106.6666667,83.03030303
6037132900,14000US06037132900,"Census Tract 1329, Los Angeles County, California","Census Tract 1329, Los Angeles County, California",ca,140,0,ACSSF,4141,,,,,6,37,,,,132900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3927,3.08,1500,845,655,123.030303,84.24242424,89.09090909
6037133000,14000US06037133000,"Census Tract 1330, Los Angeles County, California","Census Tract 1330, Los Angeles County, California",ca,140,0,ACSSF,4142,,,,,6,37,,,,133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4609,3.55,1755,1005,750,157.5757576,123.030303,88.48484848
6037133100,14000US06037133100,"Census Tract 1331, Los Angeles County, California","Census Tract 1331, Los Angeles County, California",ca,140,0,ACSSF,4143,,,,,6,37,,,,133100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806,2.79,2060,1070,985,218.7878788,115.7575758,152.1212121
6037134001,14000US06037134001,"Census Tract 1340.01, Los Angeles County, California","Census Tract 1340.01, Los Angeles County, California",ca,140,0,ACSSF,4144,,,,,6,37,,,,134001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941,4.14,1315,800,515,112.1212121,76.36363636,92.12121212
6037134002,14000US06037134002,"Census Tract 1340.02, Los Angeles County, California","Census Tract 1340.02, Los Angeles County, California",ca,140,0,ACSSF,4145,,,,,6,37,,,,134002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4160,3.89,1515,810,710,109.0909091,67.27272727,79.39393939
6037134101,14000US06037134101,"Census Tract 1341.01, Los Angeles County, California","Census Tract 1341.01, Los Angeles County, California",ca,140,0,ACSSF,4146,,,,,6,37,,,,134101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5875,3.94,1995,1260,735,195.1515152,156.969697,92.72727273
6037134103,14000US06037134103,"Census Tract 1341.03, Los Angeles County, California","Census Tract 1341.03, Los Angeles County, California",ca,140,0,ACSSF,4147,,,,,6,37,,,,134103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4460,3.33,1805,1065,740,160,101.8181818,97.57575758
6037134104,14000US06037134104,"Census Tract 1341.04, Los Angeles County, California","Census Tract 1341.04, Los Angeles County, California",ca,140,0,ACSSF,4148,,,,,6,37,,,,134104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4145,3.06,1535,910,625,107.2727273,82.42424242,83.63636364
6037134201,14000US06037134201,"Census Tract 1342.01, Los Angeles County, California","Census Tract 1342.01, Los Angeles County, California",ca,140,0,ACSSF,4149,,,,,6,37,,,,134201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4161,3.4,1580,815,770,122.4242424,99.39393939,83.63636364
6037134302,14000US06037134302,"Census Tract 1343.02, Los Angeles County, California","Census Tract 1343.02, Los Angeles County, California",ca,140,0,ACSSF,4150,,,,,6,37,,,,134302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3854,3.11,1550,775,775,144.2424242,88.48484848,78.18181818
6037134303,14000US06037134303,"Census Tract 1343.03, Los Angeles County, California","Census Tract 1343.03, Los Angeles County, California",ca,140,0,ACSSF,4151,,,,,6,37,,,,134303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6053,3.31,2260,1155,1110,178.1818182,104.2424242,123.6363636
6037134304,14000US06037134304,"Census Tract 1343.04, Los Angeles County, California","Census Tract 1343.04, Los Angeles County, California",ca,140,0,ACSSF,4152,,,,,6,37,,,,134304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013,3.14,1145,670,475,89.09090909,58.78787879,61.81818182
6037134305,14000US06037134305,"Census Tract 1343.05, Los Angeles County, California","Census Tract 1343.05, Los Angeles County, California",ca,140,0,ACSSF,4153,,,,,6,37,,,,134305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4577,4.09,1230,825,405,123.6363636,96.36363636,70.3030303
6037134306,14000US06037134306,"Census Tract 1343.06, Los Angeles County, California","Census Tract 1343.06, Los Angeles County, California",ca,140,0,ACSSF,4154,,,,,6,37,,,,134306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666,2.97,1180,565,615,142.4242424,106.0606061,98.18181818
6037134421,14000US06037134421,"Census Tract 1344.21, Los Angeles County, California","Census Tract 1344.21, Los Angeles County, California",ca,140,0,ACSSF,4155,,,,,6,37,,,,134421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690,2.78,1375,725,650,121.8181818,84.84848485,75.15151515
6037134422,14000US06037134422,"Census Tract 1344.22, Los Angeles County, California","Census Tract 1344.22, Los Angeles County, California",ca,140,0,ACSSF,4156,,,,,6,37,,,,134422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4993,3.11,2175,1120,1055,129.6969697,102.4242424,101.2121212
6037134423,14000US06037134423,"Census Tract 1344.23, Los Angeles County, California","Census Tract 1344.23, Los Angeles County, California",ca,140,0,ACSSF,4157,,,,,6,37,,,,134423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378,2.6,1280,725,555,102.4242424,64.24242424,83.63636364
6037134424,14000US06037134424,"Census Tract 1344.24, Los Angeles County, California","Census Tract 1344.24, Los Angeles County, California",ca,140,0,ACSSF,4158,,,,,6,37,,,,134424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725,2.86,1025,530,495,81.21212121,46.66666667,62.42424242
6037134520,14000US06037134520,"Census Tract 1345.20, Los Angeles County, California","Census Tract 1345.20, Los Angeles County, California",ca,140,0,ACSSF,4159,,,,,6,37,,,,134520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440,2.96,1715,1015,700,116.3636364,98.78787879,97.57575758
6037134521,14000US06037134521,"Census Tract 1345.21, Los Angeles County, California","Census Tract 1345.21, Los Angeles County, California",ca,140,0,ACSSF,4160,,,,,6,37,,,,134521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060,4.26,795,465,330,123.6363636,86.66666667,85.45454545
6037134522,14000US06037134522,"Census Tract 1345.22, Los Angeles County, California","Census Tract 1345.22, Los Angeles County, California",ca,140,0,ACSSF,4161,,,,,6,37,,,,134522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847,2.98,1355,780,575,114.5454545,103.030303,67.87878788
6037134710,14000US06037134710,"Census Tract 1347.10, Los Angeles County, California","Census Tract 1347.10, Los Angeles County, California",ca,140,0,ACSSF,4162,,,,,6,37,,,,134710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5979,3.62,1795,1085,710,115.7575758,107.2727273,83.03030303
6037134720,14000US06037134720,"Census Tract 1347.20, Los Angeles County, California","Census Tract 1347.20, Los Angeles County, California",ca,140,0,ACSSF,4163,,,,,6,37,,,,134720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4859,3.1,1905,1030,875,159.3939394,108.4848485,83.03030303
6037134800,14000US06037134800,"Census Tract 1348, Los Angeles County, California","Census Tract 1348, Los Angeles County, California",ca,140,0,ACSSF,4164,,,,,6,37,,,,134800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6408,3.42,2325,1435,885,118.7878788,98.78787879,81.81818182
6037134901,14000US06037134901,"Census Tract 1349.01, Los Angeles County, California","Census Tract 1349.01, Los Angeles County, California",ca,140,0,ACSSF,4165,,,,,6,37,,,,134901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3380,2.98,1135,605,535,94.54545455,94.54545455,79.39393939
6037134903,14000US06037134903,"Census Tract 1349.03, Los Angeles County, California","Census Tract 1349.03, Los Angeles County, California",ca,140,0,ACSSF,4166,,,,,6,37,,,,134903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5842,2.44,2280,1400,880,200.6060606,165.4545455,122.4242424
6037134904,14000US06037134904,"Census Tract 1349.04, Los Angeles County, California","Census Tract 1349.04, Los Angeles County, California",ca,140,0,ACSSF,4167,,,,,6,37,,,,134904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4682,3.23,1815,1135,680,204.2424242,168.4848485,92.12121212
6037134905,14000US06037134905,"Census Tract 1349.05, Los Angeles County, California","Census Tract 1349.05, Los Angeles County, California",ca,140,0,ACSSF,4168,,,,,6,37,,,,134905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473,1.99,1660,705,955,130.9090909,92.72727273,110.9090909
6037135102,14000US06037135102,"Census Tract 1351.02, Los Angeles County, California","Census Tract 1351.02, Los Angeles County, California",ca,140,0,ACSSF,4169,,,,,6,37,,,,135102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4151,3.16,1365,635,730,99.39393939,60.60606061,73.33333333
6037135111,14000US06037135111,"Census Tract 1351.11, Los Angeles County, California","Census Tract 1351.11, Los Angeles County, California",ca,140,0,ACSSF,4170,,,,,6,37,,,,135111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,2.83,1335,795,535,109.6969697,73.93939394,80.60606061
6037135113,14000US06037135113,"Census Tract 1351.13, Los Angeles County, California","Census Tract 1351.13, Los Angeles County, California",ca,140,0,ACSSF,4171,,,,,6,37,,,,135113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3031,2.22,1190,485,705,113.9393939,73.93939394,102.4242424
6037135114,14000US06037135114,"Census Tract 1351.14, Los Angeles County, California","Census Tract 1351.14, Los Angeles County, California",ca,140,0,ACSSF,4172,,,,,6,37,,,,135114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4723,1.93,1430,925,510,161.2121212,115.7575758,100.6060606
6037135201,14000US06037135201,"Census Tract 1352.01, Los Angeles County, California","Census Tract 1352.01, Los Angeles County, California",ca,140,0,ACSSF,4173,,,,,6,37,,,,135201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783,2.96,950,500,450,69.09090909,52.72727273,48.48484848
6037135202,14000US06037135202,"Census Tract 1352.02, Los Angeles County, California","Census Tract 1352.02, Los Angeles County, California",ca,140,0,ACSSF,4174,,,,,6,37,,,,135202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4564,3.02,1765,1040,720,121.2121212,101.2121212,63.63636364
6037135203,14000US06037135203,"Census Tract 1352.03, Los Angeles County, California","Census Tract 1352.03, Los Angeles County, California",ca,140,0,ACSSF,4175,,,,,6,37,,,,135203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7317,2.89,2765,1485,1275,217.5757576,153.3333333,126.6666667
6037137000,14000US06037137000,"Census Tract 1370, Los Angeles County, California","Census Tract 1370, Los Angeles County, California",ca,140,0,ACSSF,4176,,,,,6,37,,,,137000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4797,2.75,1895,1015,880,119.3939394,75.15151515,96.36363636
6037137103,14000US06037137103,"Census Tract 1371.03, Los Angeles County, California","Census Tract 1371.03, Los Angeles County, California",ca,140,0,ACSSF,4177,,,,,6,37,,,,137103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4775,1.95,2495,1235,1260,170.3030303,137.5757576,116.3636364
6037137104,14000US06037137104,"Census Tract 1371.04, Los Angeles County, California","Census Tract 1371.04, Los Angeles County, California",ca,140,0,ACSSF,4178,,,,,6,37,,,,137104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2872,2.72,1120,635,485,107.2727273,81.81818182,52.72727273
6037137201,14000US06037137201,"Census Tract 1372.01, Los Angeles County, California","Census Tract 1372.01, Los Angeles County, California",ca,140,0,ACSSF,4179,,,,,6,37,,,,137201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5842,2.54,2240,1255,985,222.4242424,129.0909091,151.5151515
6037137301,14000US06037137301,"Census Tract 1373.01, Los Angeles County, California","Census Tract 1373.01, Los Angeles County, California",ca,140,0,ACSSF,4180,,,,,6,37,,,,137301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2276,3.07,910,515,395,90.3030303,60,44.84848485
6037137302,14000US06037137302,"Census Tract 1373.02, Los Angeles County, California","Census Tract 1373.02, Los Angeles County, California",ca,140,0,ACSSF,4181,,,,,6,37,,,,137302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4520,2.77,1770,825,940,143.030303,71.51515152,114.5454545
6037137401,14000US06037137401,"Census Tract 1374.01, Los Angeles County, California","Census Tract 1374.01, Los Angeles County, California",ca,140,0,ACSSF,4182,,,,,6,37,,,,137401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4387,2.72,1515,810,700,106.6666667,76.96969697,67.27272727
6037137402,14000US06037137402,"Census Tract 1374.02, Los Angeles County, California","Census Tract 1374.02, Los Angeles County, California",ca,140,0,ACSSF,4183,,,,,6,37,,,,137402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5709,2.73,1610,850,760,190.3030303,144.8484848,115.1515152
6037137501,14000US06037137501,"Census Tract 1375.01, Los Angeles County, California","Census Tract 1375.01, Los Angeles County, California",ca,140,0,ACSSF,4184,,,,,6,37,,,,137501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4062,2.52,1470,805,665,130.9090909,73.33333333,90.3030303
6037137502,14000US06037137502,"Census Tract 1375.02, Los Angeles County, California","Census Tract 1375.02, Los Angeles County, California",ca,140,0,ACSSF,4185,,,,,6,37,,,,137502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4117,2.32,1575,980,595,141.2121212,100.6060606,74.54545455
6037137504,14000US06037137504,"Census Tract 1375.04, Los Angeles County, California","Census Tract 1375.04, Los Angeles County, California",ca,140,0,ACSSF,4186,,,,,6,37,,,,137504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,2.98,775,455,320,110.3030303,72.72727273,52.12121212
